"Accession","GeneName","GeneID","Description","MissingFractionControl","MissingFractionAsphyxia"
"O88811","Stam2","56324","Signal transducing adapter molecule 2",0,0
"Q6PAR5","Gapvd1","66691","GTPase-activating protein and VPS9 domain-containing protein 1",0,0
"P26040","Ezr","22350","Ezrin",0,0
"P42125","Eci1","13177","Enoyl-CoA delta isomerase 1, mitochondrial",0,0
"P97471","Smad4","17128","SMAD family member 4",0,0
"Q9D3D0","Ttpal","76080","Alpha-tocopherol transfer protein-like",0,0
"Q9D8Y1","Tmem126a","66271","Transmembrane protein 126A",0,0
"Q6P1G0","Heatr6","217026","HEAT repeat-containing protein 6",0,0
"P47934","Crat","12908","Carnitine O-acetyltransferase",0,0
"Q8BYI6","Lpcat2","270084","Lysophosphatidylcholine acyltransferase 2",0,0
"Q9D6W8","Borcs6","71923","BLOC-1-related complex subunit 6",0,0
"Q99ML4","Dipk1b","56279","Divergent protein kinase domain 1B",0,0
"Q8BHZ0","Cyria","76820","CYFIP-related Rac1 interactor A",0,0
"Q8R3K3","Ptcd2","68927","Pentatricopeptide repeat-containing protein 2, mitochondrial",0,0
"P70704","Atp8a1","11980","Phospholipid-transporting ATPase IA",0,0
"Q99M07","Coa5","76178","Cytochrome c oxidase assembly factor 5",0,0
"Q3UGP8","Alg10b","380959","Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",0,0
"Q9ES74","Nek7","59125","Serine/threonine-protein kinase Nek7",0,0
"O88845","Akap10","56697","A-kinase anchor protein 10, mitochondrial",0,0
"Q9R1R2","Trim3","55992","Tripartite motif-containing protein 3",0,0
"Q8CJH3","Plxnb1","235611","Plexin-B1",0,0
"P47964","Rpl36","54217","Large ribosomal subunit protein eL36",0,0
"Q9WV91","Ptgfrn","19221","Prostaglandin F2 receptor negative regulator",0,0
"P54254","Atxn1","20238","Ataxin-1",0,0
"Q60963","Pla2g7","27226","Platelet-activating factor acetylhydrolase",0,0
"Q9DBB5","Eif4e3","66892","Eukaryotic translation initiation factor 4E type 3",0,0
"P70340","Smad1","17125","SMAD family member 1",0,0
"Q3UN04","Usp30","100756","Ubiquitin carboxyl-terminal hydrolase 30",0,0
"Q3TWN3","Cnnm2","94219","Metal transporter CNNM2",0,0
"Q9CZV8","Fbxl20","72194","F-box/LRR-repeat protein 20",0,0
"Q91VD9","Ndufs1","227197","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",0,0
"Q8BGR2","Lrrc8d","231549","Volume-regulated anion channel subunit LRRC8D",0,0
"P16054","Prkce","18754","Protein kinase C epsilon type",0,0
"Q62178","Sema4a","20351","Semaphorin-4A",0,0
"Q9EQC5","Scyl1","78891","N-terminal kinase-like protein",0,0
"P60853","Lzts1","211134","Leucine zipper putative tumor suppressor 1",0,0
"Q62443","Nptx1","18164","Neuronal pentraxin-1",0,0
"Q91YI1","Atg13","51897","Autophagy-related protein 13",0,0
"Q9R0Z9","Dlc1","50768","Rho GTPase-activating protein 7",0,0
"Q62165","Dag1","13138","Dystroglycan 1",0,0
"Q99NB8","Ubqln4","94232","Ubiquilin-4",0,0
"P55288","Cdh11","12552","Cadherin-11",0,0
"Q8BM55","Tmem214","68796","Transmembrane protein 214",0,0
"Q8BM85","Tbck","271981","TBC domain-containing protein kinase-like protein",0,0
"Q6P5B0","Rrp12","107094","RRP12-like protein",0,0
"Q924L1","Letmd1","68614","LETM1 domain-containing protein 1",0,0
"P97872","Fmo5","14263","Flavin-containing monooxygenase 5",0.25,0.25
"Q9CWK8","Snx2","67804","Sorting nexin-2",0,0
"O88569","Hnrnpa2b1","53379","Heterogeneous nuclear ribonucleoproteins A2/B1",0,0
"Q99MR1","Gigyf1","57330","GRB10-interacting GYF protein 1",0,0
"Q9JK42","Pdk2","18604","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",0,0
"Q8BFP9","Pdk1","228026","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",0,0
"Q9D9V3","Echdc1","52665","Ethylmalonyl-CoA decarboxylase",0,0
"O35955","Psmb10","19171","Proteasome subunit beta type-10",0.25,0
"Q9JHW4","Eefsec","65967","Selenocysteine-specific elongation factor",0,0
"Q8K2Y9","Ccm2","216527","Cerebral cavernous malformations protein 2 homolog",0,0
"Q9WVJ2","Psmd13","23997","26S proteasome non-ATPase regulatory subunit 13",0,0
"Q69ZS7","Hbs1l","56422","HBS1-like protein",0,0
"Q8K221","Arfip2","76932","Arfaptin-2",0,0
"Q9JI78","Ngly1","59007","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase",0,0
"Q8BRF7","Scfd1","76983","Sec1 family domain-containing protein 1",0,0
"Q8VC88","Gca","227960","Grancalcin",0,0
"Q6P069","Sri","109552","Sorcin",0,0
"Q8R3Y8","Irf2bp1","272359","Interferon regulatory factor 2-binding protein 1",0,0
"Q3U7R1","Esyt1","23943","Extended synaptotagmin-1",0,0
"Q8R3Q0","Saraf","67887","Store-operated calcium entry-associated regulatory factor",0,0
"Q91X52","Dcxr","67880","L-xylulose reductase",0,0
"Q8BTZ4","Anapc5","59008","Anaphase-promoting complex subunit 5",0,0
"Q3TJD7","Pdlim7","67399","PDZ and LIM domain protein 7",0,0
"Q8K0G5","Eipr1","380752","EARP and GARP complex-interacting protein 1",0,0
"O35682","Myadm","50918","Myeloid-associated differentiation marker",0,0
"Q9JI75","Nqo2","18105","Ribosyldihydronicotinamide dehydrogenase [quinone]",0,0
"Q9D4H8","Cul2","71745","Cullin-2",0,0
"Q99KE1","Me2","107029","NAD-dependent malic enzyme, mitochondrial",0,0
"Q7TMM9","Tubb2a","22151","Tubulin beta-2A chain",0,0
"P99024","Tubb5","22154","Tubulin beta-5 chain",0,0
"P43024","Cox6a1","12861","Cytochrome c oxidase subunit 6A1, mitochondrial",0,0
"Q9WUA2","Farsb","23874","Phenylalanine--tRNA ligase beta subunit",0,0
"Q71KT5","Tm7sf2","73166","Delta(14)-sterol reductase TM7SF2",0,0
"Q8BLR2","Cpne4","74020","Copine-4",0,0
"P14131","Rps16","20055","Small ribosomal subunit protein uS9",0,0
"Q9QXT0","Cnpy2","56530","Protein canopy homolog 2",0,0
"Q8C3Q5","Shisa7","232813","Protein shisa-7",0,0
"Q9JJR9","Nrip3","78593","Nuclear receptor-interacting protein 3",0,0
"Q9D6S7","Mrrf","67871","Ribosome-recycling factor, mitochondrial",0,0
"Q9JK81","Myg1","60315","MYG1 exonuclease",0,0
"P11103","Parp1","11545","Poly [ADP-ribose] polymerase 1",0,0
"Q8C3X4","Guf1","231279","Translation factor Guf1, mitochondrial",0,0
"Q3ZT31","Snx25","102141","Sorting nexin-25",0,0
"O35219","Kcnh2","16511","Voltage-gated inwardly rectifying potassium channel KCNH2",0.25,0.25
"P70182","Pip5k1a","18720","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha",0,0
"Q99LX0","Park7","57320","Parkinson disease protein 7 homolog",0,0
"P97492","Rgs14","51791","Regulator of G protein signaling 14",0,0
"Q91W34","Rusf1","233913","RUS family member 1",0,0
"P37040","Por","18984","NADPH--cytochrome P450 reductase",0,0
"Q80U35","Arhgef17","207212","Rho guanine nucleotide exchange factor 17",0,0
"Q99M71","Epdr1","105298","Mammalian ependymin-related protein 1",0,0
"O35286","Dhx15","13204","ATP-dependent RNA helicase DHX15",0,0
"A2ACJ2","Faap100","71885","Fanconi anemia core complex-associated protein 100",0.5,0.25
"B2RXR6","Ankrd44","329154","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B",0,0
"Q2WF71","Lrfn1","80749","Leucine-rich repeat and fibronectin type III domain-containing protein 1",0,0
"Q5DTM8","Rnf20","109331","E3 ubiquitin-protein ligase BRE1A",0,0
"Q9R0N3","Syt11","229521","Synaptotagmin-11",0,0
"P70181","Pip5k1b","18719","Phosphatidylinositol 4-phosphate 5-kinase type-1 beta",0,0
"Q9DCS3","Mecr","26922","Enoyl-[acyl-carrier-protein] reductase, mitochondrial",0,0
"P63094","Gnas","14683","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",0,0
"Q91WL8","Wwox","80707","WW domain-containing oxidoreductase",0,0
"Q8K310","Matr3","17184","Matrin-3",0,0
"B2RUR8","Otud7b","229603","OTU domain-containing protein 7B",0,0
"Q9JHU2","Palmd","114301","Palmdelphin",0,0
"Q62419","Sh3gl1","20405","Endophilin-A2",0,0
"Q62420","Sh3gl2","20404","Endophilin-A1",0,0
"Q920E5","Fdps","110196","Farnesyl pyrophosphate synthase",0,0
"Q8CHI8","Ep400","75560","E1A-binding protein p400",0,0
"P97789","Xrn1","24127","5'-3' exoribonuclease 1",0,0
"Q60770","Stxbp3","20912","Syntaxin-binding protein 3",0,0
"Q60790","Rasa3","19414","Ras GTPase-activating protein 3",0,0
"Q5GH64","Xkr7","228787","XK-related protein 7",0,0
"Q9CW79","Golga1","76899","Golgin subfamily A member 1",0,0
"Q01730","Rsu1","20163","Ras suppressor protein 1",0,0
"Q9CQM2","Kdelr2","66913","ER lumen protein-retaining receptor 2",0,0.25
"Q6SKR2","Hemk2","67768","Methyltransferase HEMK2",0,0
"P07759","Serpina3k","20714","Serine protease inhibitor A3K",0,0
"Q9DBL2","Gdap2","14547","Ganglioside-induced differentiation-associated protein 2",0,0
"Q8C7K6","Pcyox1l","240334","Prenylcysteine oxidase 1-like",0,0
"Q8R3L2","Tcf25","66855","Ribosome quality control complex subunit TCF25",0,0
"Q6A009","Ltn1","78913","E3 ubiquitin-protein ligase listerin",0,0
"Q8VEM8","Slc25a3","18674","Solute carrier family 25 member 3",0,0
"Q8BK72","Mrps27","218506","Small ribosomal subunit protein mS27",0,0
"Q8VCM8","Ncln","103425","BOS complex subunit NCLN",0,0
"Q9QYS2","Grm3","108069","Metabotropic glutamate receptor 3",0,0
"Q5SQX6","Cyfip2","76884","Cytoplasmic FMR1-interacting protein 2",0,0
"Q9R0N7","Syt7","54525","Synaptotagmin-7",0,0
"Q99PJ0","Ntm","235106","Neurotrimin",0,0
"P18872","Gnao1","14681","Guanine nucleotide-binding protein G(o) subunit alpha",0,0
"Q91XL9","Osbpl1a","64291","Oxysterol-binding protein-related protein 1",0,0
"P08752","Gnai2","14678","Guanine nucleotide-binding protein G(i) subunit alpha-2",0,0
"O89086","Rbm3","19652","RNA-binding protein 3",0,0
"Q9QY76","Vapb","56491","Vesicle-associated membrane protein-associated protein B",0,0
"Q80VP1","Epn1","13854","Epsin-1",0,0
"P50114","S100b","20203","Protein S100-B",0,0
"Q91WS0","Cisd1","52637","CDGSH iron-sulfur domain-containing protein 1",0,0
"Q8CHE4","Phlpp1","98432","PH domain leucine-rich repeat-containing protein phosphatase 1",0,0
"P54116","Stom","13830","Stomatin",0,0
"P49817","Cav1","12389","Caveolin-1",0,0
"A2AQ19","Rtf1","76246","RNA polymerase-associated protein RTF1 homolog",0,0
"Q9ESE1","Lrba","80877","Lipopolysaccharide-responsive and beige-like anchor protein",0,0
"Q3UGY8","Arfgef3","215821","Brefeldin A-inhibited guanine nucleotide-exchange protein 3",0,0
"Q61062","Dvl3","13544","Segment polarity protein dishevelled homolog DVL-3",0,0
"P54310","Lipe","16890","Hormone-sensitive lipase",0,0
"Q9R0N4","Syt10","54526","Synaptotagmin-10",0.5,0.5
"Q9R0N8","Syt6","54524","Synaptotagmin-6",0,0
"Q91V36","Nrbp2","223649","Nuclear receptor-binding protein 2",0,0
"O08648","Map3k4","26407","Mitogen-activated protein kinase kinase kinase 4",0,0
"P46656","Fdx1","14148","Adrenodoxin, mitochondrial",0.5,0.5
"Q8R086","Suox","211389","Sulfite oxidase, mitochondrial",0,0
"Q80TS3","Adgrl3","319387","Adhesion G protein-coupled receptor L3",0,0
"Q9D0B5","Tstd3","77032","Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3",0,0
"Q9CRC9","Gnpda2","67980","Glucosamine-6-phosphate deaminase 2",0,0
"Q9DCT5","Sdf2","20316","Stromal cell-derived factor 2",0,0
"Q3UFS0","Zyg11b","414872","Protein zyg-11 homolog B",0,0
"Q64435","Ugt1a6","94284","UDP-glucuronosyltransferase 1A6",0,0
"Q91X51","Gorasp1","74498","Golgi reassembly-stacking protein 1",0,0
"O70311","Nmt2","18108","Glycylpeptide N-tetradecanoyltransferase 2",0,0
"P25976","Ubtf","21429","Nucleolar transcription factor 1",0,0
"Q9CPT5","Nop16","28126","Nucleolar protein 16",0,0
"Q3TC93","Hs1bp3","58240","HCLS1-binding protein 3",0,0
"A2AGL3","Ryr3","20192","Ryanodine receptor 3",0.25,0
"Q8BFR6","Zfand1","66361","AN1-type zinc finger protein 1",0,0
"Q64442","Sord","20322","Sorbitol dehydrogenase",0,0
"Q8BL03","Slc25a29","214663","Mitochondrial basic amino acids transporter",0,0
"B1AZP2","Dlgap4","228836","Disks large-associated protein 4",0,0
"Q9D415","Dlgap1","224997","Disks large-associated protein 1",0,0
"Q80U78","Pum1","80912","Pumilio homolog 1",0,0
"Q99LS3","Psph","100678","Phosphoserine phosphatase",0,0
"P49442","Inpp1","16329","Inositol polyphosphate 1-phosphatase",0,0
"A2BE28","Las1l","76130","Ribosomal biogenesis protein LAS1L",0,0
"Q9JIK9","Mrps34","79044","Small ribosomal subunit protein mS34",0,0
"P03921","Mtnd5","17721","NADH-ubiquinone oxidoreductase chain 5",0,0
"P70444","Bid","12122","BH3-interacting domain death agonist",0,0
"P50285","Fmo1","14261","Flavin-containing monooxygenase 1",0,0
"Q5SUQ9","Ctc1","68964","CST complex subunit CTC1",0,0
"P83940","Eloc","67923","Elongin-C",0,0
"Q05909","Ptprg","19270","Receptor-type tyrosine-protein phosphatase gamma",0,0
"Q8CI96","Clip4","78785","CAP-Gly domain-containing linker protein 4",0,0
"Q8CH09","Sugp2","234373","SURP and G-patch domain-containing protein 2",0,0
"Q6ZPT1","Klhl9","242521","Kelch-like protein 9",0,0
"Q8VD66","Abhd4","105501","(Lyso)-N-acylphosphatidylethanolamine lipase",0,0
"Q9WU22","Ptpn4","19258","Tyrosine-protein phosphatase non-receptor type 4",0,0
"A2ALK8","Ptpn3","545622","Tyrosine-protein phosphatase non-receptor type 3",0,0
"P24547","Impdh2","23918","Inosine-5'-monophosphate dehydrogenase 2",0,0
"Q80TP3","Ubr5","70790","E3 ubiquitin-protein ligase UBR5",0.25,0.25
"P38647","Hspa9","15526","Stress-70 protein, mitochondrial",0,0
"Q8VDC0","Lars2","102436","Probable leucine--tRNA ligase, mitochondrial",0,0
"Q8VEA4","Chchd4","72170","Mitochondrial intermembrane space import and assembly protein 40",0,0
"Q07076","Anxa7","11750","Annexin A7",0,0
"Q9D0B6","Pbdc1","67683","Protein PBDC1",0,0
"Q8VI24","Satb2","212712","DNA-binding protein SATB2",0.25,0
"Q60611","Satb1","20230","DNA-binding protein SATB1",0.5,0.25
"Q9WV30","Nfat5","54446","Nuclear factor of activated T-cells 5",0,0
"Q9WUN2","Tbk1","56480","Serine/threonine-protein kinase TBK1",0,0
"O88703","Hcn2","15166","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2",0,0
"Q9CYV5","Tmem135","72759","Transmembrane protein 135",0,0.25
"O35654","Pold2","18972","DNA polymerase delta subunit 2",0,0
"Q91V93","Rhobtb2","246710","Rho-related BTB domain-containing protein 2",0,0
"Q9CQ62","Decr1","67460","2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",0,0
"Q91YE3","Egln1","112405","Egl nine homolog 1",0,0
"P50544","Acadvl","11370","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0
"Q9D1M4","Eef1e1","66143","Eukaryotic translation elongation factor 1 epsilon-1",0,0
"Q3UGR5","Hdhd2","76987","Haloacid dehalogenase-like hydrolase domain-containing protein 2",0,0
"Q9R1Z8","Sorbs3","20410","Vinexin",0,0
"P42337","Pik3ca","18706","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",0,0
"P03975","Iap","118568345","IgE-binding protein",0,0
"Q7TME0","Plppr4","229791","Phospholipid phosphatase-related protein type 4",0,0
"Q9JJG0","Tacc2","57752","Transforming acidic coiled-coil-containing protein 2",0,0
"Q9JJ59","Abcb9","56325","ABC-type oligopeptide transporter ABCB9",0,0
"Q8VDI7","Ubac1","98766","Ubiquitin-associated domain-containing protein 1",0,0
"O88967","Yme1l1","27377","ATP-dependent zinc metalloprotease YME1L1",0,0
"Q640Q5","Pan3","72587","PAN2-PAN3 deadenylation complex subunit Pan3",0,0
"Q6A051","Atrnl1","226255","Attractin-like protein 1",0,0
"P35550","Fbl","14113","rRNA 2'-O-methyltransferase fibrillarin",0,0
"P29268","Ccn2","14219","CCN family member 2",0,0
"O88851","Rbbp9","26450","Serine hydrolase RBBP9",0,0
"Q8BYB9","Poglut1","224143","Protein O-glucosyltransferase 1",0,0
"Q9D7X3","Dusp3","72349","Dual specificity protein phosphatase 3",0,0
"Q3TIX9","Usp39","28035","Ubiquitin carboxyl-terminal hydrolase 39",0,0
"Q61207","Psap","19156","Prosaposin",0,0
"Q3UHX2","Pdap1","231887","28 kDa heat- and acid-stable phosphoprotein",0,0
"P09242","Alpl","11647","Alkaline phosphatase, tissue-nonspecific isozyme",0,0
"Q91W96","Anapc4","52206","Anaphase-promoting complex subunit 4",0,0
"Q8BNL5","Kctd6","71393","BTB/POZ domain-containing protein KCTD6",0,0
"Q60598","Cttn","13043","Src substrate cortactin",0,0
"Q91WR3","Ascc2","75452","Activating signal cointegrator 1 complex subunit 2",0,0
"A2A6A1","Gpatch8","237943","G patch domain-containing protein 8",0.25,0
"Q9Z1S3","Rasgrp1","19419","RAS guanyl-releasing protein 1",0,0
"Q7TQK4","Exosc3","66362","Exosome complex component RRP40",0,0
"B2RY56","Rbm25","67039","RNA-binding protein 25",0,0
"Q60715","P4ha1","18451","Prolyl 4-hydroxylase subunit alpha-1",0,0
"Q80TT2","Baiap3","545192","BAI1-associated protein 3",0,0
"P01844","Iglc2","16136","Ig lambda-2 chain C region",0.25,0.5
"P61255","Rpl26","19941","Large ribosomal subunit protein uL24",0,0
"Q8VEJ1","Gpn2","100210","GPN-loop GTPase 2",0.5,0.25
"P56818","Bace1","23821","Beta-secretase 1",0,0
"Q8BNE1","Tcaf1","77574","TRPM8 channel-associated factor 1",0,0
"Q9R112","Sqor","59010","Sulfide:quinone oxidoreductase, mitochondrial",0,0
"Q99KR3","Lactb2","212442","Endoribonuclease LACTB2",0,0
"Q922X9","Prmt7","214572","Protein arginine N-methyltransferase 7",0,0
"P55258","Rab8a","17274","Ras-related protein Rab-8A",0,0
"Q9JL35","Hmgn5","50887","High mobility group nucleosome-binding domain-containing protein 5",0,0
"Q9Z2L6","Minpp1","17330","Multiple inositol polyphosphate phosphatase 1",0,0
"Q6ZPQ6","Pitpnm2","19679","Membrane-associated phosphatidylinositol transfer protein 2",0,0
"Q8BKZ9","Pdhx","27402","Pyruvate dehydrogenase protein X component, mitochondrial",0,0
"Q8C129","Lnpep","240028","Leucyl-cystinyl aminopeptidase",0,0
"Q8R4C2","Rufy2","70432","RUN and FYVE domain-containing protein 2",0,0
"Q80WQ2","Vac14","234729","Protein VAC14 homolog",0,0
"P29699","Ahsg","11625","Alpha-2-HS-glycoprotein",0,0
"Q6GYP7","Ralgapa1","56784","Ral GTPase-activating protein subunit alpha-1",0,0
"Q8K207","Q8K207","69399","Uncharacterized protein C1orf21 homolog",0,0
"Q61624","Znf148","22661","Zinc finger protein 148",0,0
"O08547","Sec22b","20333","Vesicle-trafficking protein SEC22b",0,0
"Q8VD62","Bles03","107242","UPF0696 protein C11orf68 homolog",0,0
"Q3UYV9","Ncbp1","433702","Nuclear cap-binding protein subunit 1",0,0
"Q9D7N9","Apmap","71881","Adipocyte plasma membrane-associated protein",0,0
"Q6IE26","Ephx4","384214","Epoxide hydrolase 4",0,0
"Q9ERA0","Tfcp2","21422","Alpha-globin transcription factor CP2",0,0
"Q8VC42","Rmc1","76482","Regulator of MON1-CCZ1 complex",0,0
"P03899","mt-Nd3","17718","NADH-ubiquinone oxidoreductase chain 3",0,0
"P60762","Morf4l1","21761","Mortality factor 4-like protein 1",0,0
"Q99MP8","Brap","72399","BRCA1-associated protein",0,0
"A2AFR3","Frmpd4","333605","FERM and PDZ domain-containing protein 4",0,0
"Q91Z67","Srgap2","14270","SLIT-ROBO Rho GTPase-activating protein 2",0,0
"Q9CQV5","Mrps24","64660","Small ribosomal subunit protein uS3m",0,0
"P32261","Serpinc1","11905","Antithrombin-III",0,0
"P46414","Cdkn1b","12576","Cyclin-dependent kinase inhibitor 1B",0,0
"Q8C739","Fam110b","242297","Protein FAM110B",0,0
"Q8BX94","Osbpl2","228983","Oxysterol-binding protein-related protein 2",0,0
"Q9EQQ9","Oga","76055","Protein O-GlcNAcase",0,0
"Q9CYN9","Atp6ap2","70495","Renin receptor",0,0
"Q99KI0","Aco2","11429","Aconitate hydratase, mitochondrial",0,0
"Q6NS52","Dgkb","217480","Diacylglycerol kinase beta",0,0
"Q8BSF4","Pisd","320951","Phosphatidylserine decarboxylase proenzyme, mitochondrial",0,0
"Q8JZP2","Syn3","27204","Synapsin-3",0,0
"P13707","Gpd1","14555","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0,0
"Q80Z10","Astn2","56079","Astrotactin-2",0,0
"Q3UTH8","Arhgef9","236915","Rho guanine nucleotide exchange factor 9",0,0
"D3Z4I3","Rbm24","666794","RNA-binding protein 24",0,0
"Q9CXI3","Moxd1","59012","DBH-like monooxygenase protein 1",0,0
"P27038","Acvr2a","11480","Activin receptor type-2A",0,0.25
"Q6PD19","Armh3","71617","Armadillo-like helical domain-containing protein 3",0,0
"P56528","Cd38","12494","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1",0,0
"P28271","Aco1","11428","Cytoplasmic aconitate hydratase",0,0
"Q9D1L0","Chchd2","14004","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",0,0
"O54983","Crym","12971","Ketimine reductase mu-crystallin",0,0
"D3YZI9","Pgbd5","209966","PiggyBac transposable element-derived protein 5",0,0
"Q80U12","Sgsm2","97761","Small G protein signaling modulator 2",0,0
"P70169","Doc2b","13447","Double C2-like domain-containing protein beta",0.5,0.5
"Q3U0L2","Ankrd33b","67434","Ankyrin repeat domain-containing protein 33B",0.5,0.25
"Q62406","Irak1","16179","Interleukin-1 receptor-associated kinase 1",0.5,0.25
"Q9R078","Prkab1","19079","5'-AMP-activated protein kinase subunit beta-1",0,0
"Q8BYZ1","Abi3","66610","ABI gene family member 3",0,0
"O54931","Pakap","677884","PALM2-AKAP2 fusion protein",0,0
"Q91W89","Man2c1","73744","Alpha-mannosidase 2C1",0,0
"Q9DCN2","Cyb5r3","109754","NADH-cytochrome b5 reductase 3",0,0
"Q8R2Y8","Ptrh2","217057","Peptidyl-tRNA hydrolase 2, mitochondrial",0,0
